KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,MATURITY_NOT_IRATE,DATA_TYPE_MIR,AMOUNT_CAT,BS_COUNT_SECTOR,CURRENCY_TRANS,IR_BUS_COV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2006-06,3.84,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2006-07,3.89,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2006-08,3.96,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2006-09,4.04,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2006-10,4.08,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2006-11,4.09,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2006-12,4.1,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-01,4.09,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-02,4.13,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-03,4.15,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-04,4.17,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-05,4.19,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-06,4.24,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-07,4.36,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-08,4.48,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-09,4.58,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-10,4.68,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-11,4.78,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2007-12,4.83,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-01,4.86,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-02,4.89,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-03,4.89,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-04,4.89,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-05,4.88,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-06,4.88,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-07,4.99,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-08,5.05,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-09,5.18,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-10,5.23,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-11,5.27,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2008-12,5.33,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-01,5.22,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-02,5.04,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-03,4.84,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-04,4.68,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-05,4.47,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-06,4.41,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-07,4.33,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-08,4.29,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-09,4.28,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-10,4.2,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-11,4.13,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2009-12,4.04,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2010-01,4.01,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2010-02,3.98,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2010-03,3.95,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2010-04,3.88,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
