KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,MATURITY_NOT_IRATE,DATA_TYPE_MIR,AMOUNT_CAT,BS_COUNT_SECTOR,CURRENCY_TRANS,IR_BUS_COV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2000-11,6.08,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2000-12,6.08,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-01,6.13,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-02,6.06,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-03,6,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-04,6.04,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-05,5.95,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-06,5.81,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-07,5.81,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-08,5.79,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-09,5.66,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-10,5.62,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-11,5.56,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2001-12,5.49,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-01,5.4,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-02,5.39,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-03,5.49,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-04,5.44,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-05,5.45,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-06,5.54,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-07,5.45,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-08,5.41,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-09,5.41,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-10,5.3,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-11,5.2,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2002-12,5.13,E,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-01,4.97,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-02,4.98,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-03,4.85,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-04,4.75,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-05,4.64,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-06,4.64,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-07,4.42,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-08,4.36,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
MIR.M.FR.B.A2C.P.R.A.2250.EUR.N,M,FR,B,A2C,P,R,A,2250,EUR,N,2003-09,4.36,A,F,,,P1M,,A,,,,,,,,,,4,,FR2,Bank interest rates - loans to households for house purchase with an interest rate fixation period of over ten years (new business) ,"France, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Lending for house purchase excluding revolving loans and overdrafts, convenience and extended credit card debt, Over 10 years initial rate fixation, New business coverage, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro",PCPA,0
